data,tipo_ocorrencia,bairro,descricao,gravidade,chuva_mm,temperatura_c,umidade_percent
2022-01-05,incêndio urbano,Santo Amaro,"Incêndio urbano no bairro Santo Amaro, mobilizando equipes para conter as chamas em área residencial.",moderada,120.1,34.8,26.4
2022-04-07,alagamento,Jardins,"Alagamento em via pública no bairro Jardins, causando transtornos no trânsito e riscos aos pedestres.",moderada,50.9,27.0,94.9
2022-02-23,árvore caída,Tremembé,"Queda de árvore no bairro Tremembé, obstruindo parcialmente a via e oferecendo risco à população.",leve,60.7,31.8,55.9
2023-04-28,vendaval,Casa Verde,"Vendaval atingiu o bairro Casa Verde, derrubando estruturas leves e causando falta de energia na região.",moderada,54.5,24.5,80.6
2023-02-07,incêndio urbano,Lapa,"Incêndio urbano no bairro Lapa, mobilizando equipes para conter as chamas em área residencial.",leve,59.3,36.6,28.0
2024-06-25,alagamento,Penha,"Alagamento em via pública no bairro Penha, causando transtornos no trânsito e riscos aos pedestres.",moderada,51.7,20.0,82.8
2022-03-17,incêndio urbano,Lapa,"Incêndio urbano no bairro Lapa, mobilizando equipes para conter as chamas em área residencial.",moderada,22.0,31.7,29.8
2024-05-15,risco estrutural,Mooca,"Avaliação de risco estrutural em imóvel no bairro Mooca, com possibilidade de colapso parcial.",moderada,56.2,20.9,74.3
2022-06-23,vendaval,Cidade Tiradentes,"Vendaval atingiu o bairro Cidade Tiradentes, derrubando estruturas leves e causando falta de energia na região.",alta,16.9,18.9,84.8
2022-01-12,alagamento,Pinheiros,"Alagamento em via pública no bairro Pinheiros, causando transtornos no trânsito e riscos aos pedestres.",leve,139.6,23.2,87.1
2024-07-09,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",moderada,12.8,17.0,93.9
2022-07-26,vendaval,Itaquera,"Vendaval atingiu o bairro Itaquera, derrubando estruturas leves e causando falta de energia na região.",leve,6.5,20.0,88.6
2023-09-06,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",alta,25.3,34.0,39.2
2022-09-11,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",leve,35.7,34.9,39.1
2022-12-29,risco estrutural,Tremembé,"Avaliação de risco estrutural em imóvel no bairro Tremembé, com possibilidade de colapso parcial.",leve,65.0,32.9,52.0
2022-11-23,risco estrutural,Tatuapé,"Avaliação de risco estrutural em imóvel no bairro Tatuapé, com possibilidade de colapso parcial.",alta,1.7,31.7,68.3
2022-08-18,árvore caída,Lapa,"Queda de árvore no bairro Lapa, obstruindo parcialmente a via e oferecendo risco à população.",moderada,19.7,24.9,73.4
2024-03-24,incêndio urbano,Ipiranga,"Incêndio urbano no bairro Ipiranga, mobilizando equipes para conter as chamas em área residencial.",moderada,49.0,37.9,29.8
2022-03-03,risco estrutural,Tremembé,"Avaliação de risco estrutural em imóvel no bairro Tremembé, com possibilidade de colapso parcial.",alta,26.0,24.2,77.7
2023-05-13,risco estrutural,Liberdade,"Avaliação de risco estrutural em imóvel no bairro Liberdade, com possibilidade de colapso parcial.",leve,33.4,25.1,57.4
2022-12-26,vendaval,Tatuapé,"Vendaval atingiu o bairro Tatuapé, derrubando estruturas leves e causando falta de energia na região.",moderada,62.6,20.6,85.8
2024-04-26,árvore caída,São Mateus,"Queda de árvore no bairro São Mateus, obstruindo parcialmente a via e oferecendo risco à população.",alta,49.2,22.0,83.2
2022-10-10,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",leve,48.4,37.2,34.4
2024-05-16,árvore caída,São Mateus,"Queda de árvore no bairro São Mateus, obstruindo parcialmente a via e oferecendo risco à população.",moderada,30.9,20.8,87.6
2022-07-06,deslizamento,Jardins,"Deslizamento de encosta registrado no bairro Jardins, afetando moradias e bloqueando vias locais.",moderada,109.7,19.6,92.7
2024-12-27,risco estrutural,Freguesia do Ó,"Avaliação de risco estrutural em imóvel no bairro Freguesia do Ó, com possibilidade de colapso parcial.",leve,38.7,21.7,79.2
2024-12-27,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",leve,73.5,32.5,29.3
2022-08-12,deslizamento,Vila Madalena,"Deslizamento de encosta registrado no bairro Vila Madalena, afetando moradias e bloqueando vias locais.",leve,87.2,17.0,93.6
2022-12-18,risco estrutural,Jaçanã,"Avaliação de risco estrutural em imóvel no bairro Jaçanã, com possibilidade de colapso parcial.",leve,45.5,19.5,90.3
2022-11-15,risco estrutural,Jardins,"Avaliação de risco estrutural em imóvel no bairro Jardins, com possibilidade de colapso parcial.",alta,60.2,27.0,76.7
2024-12-31,vendaval,Liberdade,"Vendaval atingiu o bairro Liberdade, derrubando estruturas leves e causando falta de energia na região.",crítica,73.9,27.3,72.3
2022-10-19,risco estrutural,Santo Amaro,"Avaliação de risco estrutural em imóvel no bairro Santo Amaro, com possibilidade de colapso parcial.",moderada,60.6,28.0,59.4
2023-09-18,risco estrutural,Brasilândia,"Avaliação de risco estrutural em imóvel no bairro Brasilândia, com possibilidade de colapso parcial.",moderada,44.9,22.8,78.2
2024-08-31,incêndio urbano,São Mateus,"Incêndio urbano no bairro São Mateus, mobilizando equipes para conter as chamas em área residencial.",leve,18.6,37.9,35.2
2023-10-11,alagamento,Perdizes,"Alagamento em via pública no bairro Perdizes, causando transtornos no trânsito e riscos aos pedestres.",moderada,100.5,25.7,91.6
2024-02-06,risco estrutural,Bela Vista,"Avaliação de risco estrutural em imóvel no bairro Bela Vista, com possibilidade de colapso parcial.",leve,36.7,27.2,67.3
2023-12-08,vendaval,Campo Limpo,"Vendaval atingiu o bairro Campo Limpo, derrubando estruturas leves e causando falta de energia na região.",moderada,64.7,27.1,74.1
2023-05-03,alagamento,Vila Mariana,"Alagamento em via pública no bairro Vila Mariana, causando transtornos no trânsito e riscos aos pedestres.",alta,88.5,21.7,83.6
2023-06-11,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",leve,67.2,17.4,93.4
2022-09-01,alagamento,Itaquera,"Alagamento em via pública no bairro Itaquera, causando transtornos no trânsito e riscos aos pedestres.",alta,118.2,18.6,86.5
2023-07-21,incêndio urbano,Tremembé,"Incêndio urbano no bairro Tremembé, mobilizando equipes para conter as chamas em área residencial.",moderada,5.9,30.3,30.6
2023-03-19,alagamento,Parelheiros,"Alagamento em via pública no bairro Parelheiros, causando transtornos no trânsito e riscos aos pedestres.",leve,96.8,29.0,92.0
2024-04-07,risco estrutural,São Mateus,"Avaliação de risco estrutural em imóvel no bairro São Mateus, com possibilidade de colapso parcial.",alta,56.9,23.6,77.5
2022-06-21,vendaval,Ermelino Matarazzo,"Vendaval atingiu o bairro Ermelino Matarazzo, derrubando estruturas leves e causando falta de energia na região.",moderada,41.6,19.3,79.4
2023-02-11,vendaval,Vila Madalena,"Vendaval atingiu o bairro Vila Madalena, derrubando estruturas leves e causando falta de energia na região.",leve,81.6,23.8,65.7
2022-05-27,vendaval,Ermelino Matarazzo,"Vendaval atingiu o bairro Ermelino Matarazzo, derrubando estruturas leves e causando falta de energia na região.",leve,24.4,16.5,82.9
2023-12-16,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",leve,59.0,33.5,25.3
2023-06-01,árvore caída,São Mateus,"Queda de árvore no bairro São Mateus, obstruindo parcialmente a via e oferecendo risco à população.",moderada,31.3,18.5,84.5
2024-06-09,incêndio urbano,Liberdade,"Incêndio urbano no bairro Liberdade, mobilizando equipes para conter as chamas em área residencial.",leve,16.1,31.5,31.5
2022-09-13,deslizamento,Parelheiros,"Deslizamento de encosta registrado no bairro Parelheiros, afetando moradias e bloqueando vias locais.",leve,108.0,25.7,94.5
2024-06-06,vendaval,Ipiranga,"Vendaval atingiu o bairro Ipiranga, derrubando estruturas leves e causando falta de energia na região.",moderada,14.5,25.0,79.9
2024-08-02,incêndio urbano,Tatuapé,"Incêndio urbano no bairro Tatuapé, mobilizando equipes para conter as chamas em área residencial.",moderada,29.2,30.5,39.7
2022-01-13,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",moderada,83.8,19.4,82.7
2023-05-11,vendaval,Tatuapé,"Vendaval atingiu o bairro Tatuapé, derrubando estruturas leves e causando falta de energia na região.",leve,40.8,18.2,89.0
2023-10-04,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",moderada,63.8,23.7,61.0
2024-09-08,alagamento,Jaçanã,"Alagamento em via pública no bairro Jaçanã, causando transtornos no trânsito e riscos aos pedestres.",moderada,70.2,25.0,92.2
2022-01-13,árvore caída,Ermelino Matarazzo,"Queda de árvore no bairro Ermelino Matarazzo, obstruindo parcialmente a via e oferecendo risco à população.",leve,62.9,19.8,84.0
2022-07-10,incêndio urbano,Vila Mariana,"Incêndio urbano no bairro Vila Mariana, mobilizando equipes para conter as chamas em área residencial.",moderada,10.4,31.8,33.9
2024-12-08,vendaval,Freguesia do Ó,"Vendaval atingiu o bairro Freguesia do Ó, derrubando estruturas leves e causando falta de energia na região.",alta,140.5,22.5,74.4
2022-01-19,vendaval,Vila Mariana,"Vendaval atingiu o bairro Vila Mariana, derrubando estruturas leves e causando falta de energia na região.",moderada,88.5,24.6,69.7
2023-06-01,incêndio urbano,Santana,"Incêndio urbano no bairro Santana, mobilizando equipes para conter as chamas em área residencial.",leve,27.2,33.7,34.3
2024-06-28,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",leve,18.6,18.0,88.8
2023-09-08,deslizamento,Vila Mariana,"Deslizamento de encosta registrado no bairro Vila Mariana, afetando moradias e bloqueando vias locais.",alta,58.7,25.8,80.5
2023-01-19,deslizamento,Ipiranga,"Deslizamento de encosta registrado no bairro Ipiranga, afetando moradias e bloqueando vias locais.",leve,118.2,25.5,86.7
2024-01-03,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",alta,99.7,28.2,72.0
2024-10-28,alagamento,Jaçanã,"Alagamento em via pública no bairro Jaçanã, causando transtornos no trânsito e riscos aos pedestres.",moderada,64.3,27.0,88.9
2024-09-07,vendaval,Perdizes,"Vendaval atingiu o bairro Perdizes, derrubando estruturas leves e causando falta de energia na região.",alta,44.0,22.7,76.1
2023-09-27,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",alta,45.6,23.0,84.9
2023-12-15,árvore caída,Vila Prudente,"Queda de árvore no bairro Vila Prudente, obstruindo parcialmente a via e oferecendo risco à população.",alta,95.9,30.1,56.5
2024-01-29,alagamento,Butantã,"Alagamento em via pública no bairro Butantã, causando transtornos no trânsito e riscos aos pedestres.",alta,120.3,23.2,81.5
2024-11-16,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",moderada,74.8,32.5,35.7
2022-02-23,vendaval,São Mateus,"Vendaval atingiu o bairro São Mateus, derrubando estruturas leves e causando falta de energia na região.",leve,61.0,32.5,56.8
2022-07-13,árvore caída,Freguesia do Ó,"Queda de árvore no bairro Freguesia do Ó, obstruindo parcialmente a via e oferecendo risco à população.",leve,28.9,21.0,74.7
2022-02-03,deslizamento,Santana,"Deslizamento de encosta registrado no bairro Santana, afetando moradias e bloqueando vias locais.",moderada,105.6,28.9,91.8
2023-11-17,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",leve,30.4,24.6,67.8
2022-12-08,árvore caída,Tremembé,"Queda de árvore no bairro Tremembé, obstruindo parcialmente a via e oferecendo risco à população.",leve,84.6,24.8,72.3
2022-05-31,vendaval,Lapa,"Vendaval atingiu o bairro Lapa, derrubando estruturas leves e causando falta de energia na região.",leve,25.7,20.7,79.2
2022-12-08,árvore caída,Vila Madalena,"Queda de árvore no bairro Vila Madalena, obstruindo parcialmente a via e oferecendo risco à população.",moderada,104.7,28.5,70.5
2024-08-07,alagamento,Ermelino Matarazzo,"Alagamento em via pública no bairro Ermelino Matarazzo, causando transtornos no trânsito e riscos aos pedestres.",leve,43.9,20.2,83.4
2022-12-02,incêndio urbano,Pinheiros,"Incêndio urbano no bairro Pinheiros, mobilizando equipes para conter as chamas em área residencial.",alta,12.2,34.5,27.7
2024-06-06,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",leve,7.6,21.0,89.9
2022-04-07,incêndio urbano,São Mateus,"Incêndio urbano no bairro São Mateus, mobilizando equipes para conter as chamas em área residencial.",alta,53.0,35.6,28.2
2023-11-17,alagamento,Cidade Tiradentes,"Alagamento em via pública no bairro Cidade Tiradentes, causando transtornos no trânsito e riscos aos pedestres.",leve,96.5,27.2,86.2
2024-03-30,vendaval,M'Boi Mirim,"Vendaval atingiu o bairro M'Boi Mirim, derrubando estruturas leves e causando falta de energia na região.",leve,75.8,25.0,74.8
2022-12-18,incêndio urbano,Bela Vista,"Incêndio urbano no bairro Bela Vista, mobilizando equipes para conter as chamas em área residencial.",moderada,77.6,37.2,32.3
2022-03-06,deslizamento,Parelheiros,"Deslizamento de encosta registrado no bairro Parelheiros, afetando moradias e bloqueando vias locais.",leve,108.0,24.1,81.8
2023-10-15,risco estrutural,Sé,"Avaliação de risco estrutural em imóvel no bairro Sé, com possibilidade de colapso parcial.",leve,58.3,24.5,78.8
2023-11-20,incêndio urbano,Jaçanã,"Incêndio urbano no bairro Jaçanã, mobilizando equipes para conter as chamas em área residencial.",moderada,77.7,35.8,33.1
2023-11-15,árvore caída,Penha,"Queda de árvore no bairro Penha, obstruindo parcialmente a via e oferecendo risco à população.",leve,63.8,26.3,81.2
2024-04-05,deslizamento,Santo Amaro,"Deslizamento de encosta registrado no bairro Santo Amaro, afetando moradias e bloqueando vias locais.",leve,66.9,31.6,87.4
2024-01-06,alagamento,Brasilândia,"Alagamento em via pública no bairro Brasilândia, causando transtornos no trânsito e riscos aos pedestres.",leve,93.9,29.8,88.9
2023-06-13,vendaval,Sé,"Vendaval atingiu o bairro Sé, derrubando estruturas leves e causando falta de energia na região.",alta,2.9,16.0,95.0
2024-10-01,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",alta,18.5,34.1,27.2
2023-05-12,incêndio urbano,Vila Mariana,"Incêndio urbano no bairro Vila Mariana, mobilizando equipes para conter as chamas em área residencial.",leve,36.4,30.7,39.0
2023-07-23,árvore caída,Penha,"Queda de árvore no bairro Penha, obstruindo parcialmente a via e oferecendo risco à população.",leve,14.7,20.6,87.4
2024-09-30,incêndio urbano,Tremembé,"Incêndio urbano no bairro Tremembé, mobilizando equipes para conter as chamas em área residencial.",moderada,35.4,34.9,34.0
2022-01-12,incêndio urbano,São Mateus,"Incêndio urbano no bairro São Mateus, mobilizando equipes para conter as chamas em área residencial.",alta,101.4,37.2,35.8
2024-06-28,árvore caída,Tatuapé,"Queda de árvore no bairro Tatuapé, obstruindo parcialmente a via e oferecendo risco à população.",alta,20.8,16.1,95.0
2022-03-06,alagamento,Itaquera,"Alagamento em via pública no bairro Itaquera, causando transtornos no trânsito e riscos aos pedestres.",moderada,90.1,26.0,85.8
